酒店名称,地址,评分,价格,评价
成都爱情海主题酒店,舒适型_成都郫都区红光镇广场北二路53号1958广场青年公寓8楼,4.1,94,"第一感觉就是很干净,房间有淡淡的清香味，五星好评"
贵阁酒店(温江大学城财大北门店),舒适型_成都温江区温江区柳台大道东段金强大学城商业广场4楼(财大北门太平洋影城四楼，柳台大道东段与南熏大道三段交汇处),4.2,95,无
7天酒店(成都宝光广场桂湖公园店),经济型_成都新都区新中路68号,4.3,98,"很干净?，离景点也近,前台小姐姐服务很好"
7天连锁酒店(成都华阳缤纷广场店),经济型_成都双流区华阳镇正西街缤纷广场3号楼,4.1,116,"周边交通很方便,楼下很多吃的，毕竟价格不贵"
云孚里隐宿(成都杜甫草堂中医大省医院地铁站店),舒适型_成都青羊区浣花北路8号,4.1,131,"让人很舒服,早餐很好吃,吃饭也方便，酒店的性价比非常高,服务质量也非常好"
简阳馨天歌酒店(简阳站店),舒适型_简阳建设中路491-509号24幢2-8层,4.5,139,高楼层水量不小超级大洗澡很爽，我住在这家酒店的时候感到非常放松和舒适
鹿归国际酒店(都江堰景区店),高档型_都江堰迎宾大道55号,4.6,289,"酒店房间宽敞,整洁，房间面积非常大,很宽敞"
汉庭优佳酒店(成都玉双路地铁站店),舒适型_成都成华区一环路东三段31号(四川工人日报社),4.7,97,"酒店很干净,前台小姐姐很贴心，让出行在外又生病的人感觉很温暖很安心"
好时光快捷酒店(成都华西店),舒适型_成都武侯区浆洗街16号华西国际附18号,3.2,128,无
来住酒店(成都太古里春熙路店),舒适型_成都锦江区武成大街198号,4.7,312,"前台服务也很好,整个房间整洁舒适，干净卫生,交通方便,服务很好"
彭州金瑞阳光大酒店,高档型_彭州龙塔路101号,4.7,109,订了一晚彭州的这个酒店，位置交通
成都群光君悦酒店,豪华型_成都锦江区春熙路南段8号群光广场,4.6,992,"位置优越，位置一流,去ifs和太古里步行五分钟"
好好酒店(成都世纪城环球中心会展店),舒适型_成都武侯区天府大道中段天府二街138号蜀都中心3号楼1楼,4,98,"周边交通方便,夜景不错，房间很干净,温馨,前台接待热情"
7天酒店(成都火车东站东广场店),经济型_成都成华区和美东路61号1层附1号,4.4,175,房间很大很宽敞，位置离东站不是很远
成都华阳美程希尔顿花园酒店,高档型_成都双流区剑南大道南段1166号,4.6,427,特别是前台小哥王建态度很好，服务态度和响应时效也非常积极
科苑宾馆,舒适型_成都武侯区一环路南二段16号成都中科院分院内,4.3,93,无
成都海运酒店,舒适型_金堂赵镇半岛上海温州商业城34栋,4.4,181,无
成都旅途之家短租公寓,舒适型_成都锦江区红星路二段庆云南街69号红星国际6号楼1310,4.6,192,无
速8精选酒店(成都春熙路市二医院地铁站店),舒适型_成都锦江区武成大街166号,4.3,85,"酒店员工服务态度很好,客房干净卫生，服务很好,前台小姐姐人美声甜"
成都馨乐庭城南公寓(大源国际店),高档型_成都武侯区天府三街88号ICON大源国际中心项目5号楼,4.3,446,"早餐一般,其他都很好，位置优秀,周边都很方便对于本次入住"
七天欢乐谷酒店(成都欢乐谷泉水路地铁站店),舒适型_成都金牛区金丰路6号量力商务大厦北门一楼,4.7,154,"总体来说还不错，不过服务态度很好,房间设备有些陈旧"
成都鑫鑫凯悦酒店,舒适型_成都青羊区双清北路3号(战旗小学斜对面),4.5,199,"这家宾馆还是不错的,给个好评，环境很好位置也好找地铁站就在附近"
九逸酒店(温江光华大道店),舒适型_成都温江区光华大道三段,4,106,"干净,设施较全,交通便利，一般,经济实惠,离家又近,交通便利"
成都君度酒店,舒适型_成都武侯区云华路348号无国界18栋二单元,4.3,131,"房间干净卫生,服务态度也不错,性价比高，价格便宜,房间干净整齐卫生"
成都紫藤1号青年公寓,舒适型_成都武侯区紫藤路1号爱家特区2栋2单元9楼1号,4.6,90,无
汉庭酒店(成都一品天下地铁站店),经济型_成都金牛区蜀汉路289号,4.4,87,"很好很好前台工作人员很热情很有礼貌，服务热情,给我们此次的成都之行锦上添花"
海友酒店(成都双流机场店),经济型_成都双流区珠江路600号5栋1单元10楼1号,4.2,175,"酒店太棒了,超过了我的想象，环境很好,性价比高"
印象成都酒店公寓(天府三街地铁站店),舒适型_成都武侯区天府三街升华路嘉年CEO服务公寓3楼2-303,4.2,207,"老板娘很热情,人性化服务,设施齐全，房间很大,是公寓形式的"
成都君庭酒店,舒适型_成都金牛区五块石五福桥东路9号附138号,4.2,130,"酒店的环境非常好,设施齐全，整体还是满意的,位置也还是好找"
青城厚宅民宿(都江堰青城山景区高铁站店),舒适型_都江堰青城山镇青城路15号,4.8,150,"是我住过最好的民宿,各个细节都很到位，装修很有特色,让人感到非常舒适"
汉庭酒店(成都玉林生活广场店),经济型_成都武侯区高新区紫荆北路12号,4.3,78,特别是淋浴器水压大冲澡很舒服，比较干净
成都小媳妇精品公寓,舒适型_成都郫都区合作路89号龙湖时代天街5幢2楼,4,173,"店家态度很好，位置还不错,楼下都是吃的,房间太小了"
成都龙之梦大酒店,豪华型_成都成华区嘉陵江路8号-A,4.5,588,"入住的酒店就非常满意,交通非常方便，并带一个很大的浴缸,洗澡水也很大很热"
成都凤栖桐精品酒店,舒适型_成都武侯区高新区天府二街云华路374号,4.4,134,"环境也很赞,最主要的是干净卫生，很满意的一次入住,房间宽敞明亮"
昆达酒店(彭州市政府沃尔玛店),舒适型_彭州东湖南街256号,4.4,132,"周边出行很方便,早餐丰富,服务满意，第一次入住这家酒店,整体体验很不错"
成都蓉城饭店(春熙路天府广场地铁站店),舒适型_成都青羊区陕西街130号,4.7,132,"楼下对面就有小饭馆,地理位置好，房间布局很合理,床很舒服,骑行方便"
瑞豪雅致酒店(双子塔环球中心店),舒适型_成都武侯区高新区交子南二路23号1楼,4.4,188,"地理位置不错,出行和吃饭都比较方便，我很少写评价"
798青年旅舍(成都宽窄巷子店),舒适型_成都青羊区青羊横街1号1栋1单元2楼4号,4.9,112,无
成都猫房客民宿公寓,舒适型_成都青羊区顺城大街289号富力史丹尼国际公寓A座1711室,4.8,135,"住了五天特别满意，不好用,其他没什么"
时代酒店,舒适型_成都武侯区科华北路143号蓝色加勒比广场内3楼323号,4.4,166,"成都时代酒店你的入住方式好玩又好住，卫生,服务好"
锦江上品风行公寓(成都春熙路店),舒适型_成都锦江区庆云南街69号红星国际7号楼1411室,4.7,185,"环境各方面都很好,窗外的风景也很美，还不错很方便出行对于本次入住"
雅住连锁酒店(成都万达琉璃厂地铁站店),舒适型_成都锦江区晨辉北路3号,4.1,186,"很不错,提供早餐有品质营养，地铁方便,服务周到"
成都七七七酒店,舒适型_成都武侯区创业路5号,3.8,141,无
成都锦里武侯祠大街亚朵轻居酒店,高档型_成都武侯区武侯祠大街113号,4.7,266,"房间入住很好,前台小杨和小玉服务很好，干净,床品点赞,非常舒适"
巢壳连锁酒店(成都空港店),舒适型_成都双流区珠江路600号韩国城2期5栋2单元,4.9,110,"不错的选择，小万服务很好,房间干净卫生"
成都柏丽思酒店(西村大院店),舒适型_成都青羊区贝森路31号,4.6,240,"房间干净整洁,效果不错，空调冷气强劲,服务员整理房间也非常寻思"
成都花香阳光酒店,舒适型_成都锦江区海椒市东街140号,4.2,190,"干净,交通方便,住着舒心，酒店环境挺好的,楼下比较方便"
圣港酒店,舒适型_成都双流区西航港大道中二段209号,4.6,157,"房间打扫干净舒适睡好觉，服务非常好,态度热情"
锦听酒店(成都熊猫基地昭觉寺南路地铁站驷马桥店),舒适型_成都成华区驷马桥羊子山路297号,4.5,209,工作人员都很热情，非常干净
海伦酒店(成都犀浦店),舒适型_成都郫都区犀浦国宁东路299号蓝光幸福满庭17栋,4.6,159,附近很多酒店中性价比很好的一家，环境挺好的
成都英伦风情酒店(武青南路地铁站店),舒适型_成都武侯区武侯大道铁佛段一号优博国际,4.3,99,"客房清洁人员也很亲切,前台小姐姐很热情，出差又住这里了,环境不错,也很方便"
维也纳酒店(太古里春熙路步行街店),舒适型_成都青羊区人民东路48号,4.7,147,"交通便利,环境不错,服务态度好，位置很好"
成都如意住宿,舒适型_成都武侯区新园大道26号10栋2单元4号,4.2,192,无
成都萨菲尔酒店公寓,舒适型_成都武侯区天府一街369号两江国际1栋1单元15楼1514室,4.4,120,"靠小区那边很安静,可以安心入睡，态度也很好,让人感觉很舒服"
瑞特酒店(成都春熙路太古里店),舒适型_成都锦江区梓潼桥正街45号附5号,4.7,179,"前台推荐了两家,味道相当的不错，房间干净,东西都配了有,还是不错的"
大邑塞尚·庄园酒店,高档型_大邑滨江东路南三段188号,4.6,158,"环境不错早餐一般，很好,环境很不错,周围也可以散步"
锦润酒店(成都锦里神仙树店),舒适型_成都武侯区高新区神仙树西路27号,4.3,153,服务态度很好，非常帮助我们这些经常出差忘心大的人
全季酒店(成都天府广场店),舒适型_成都锦江区东御街55号人保大厦8楼,4.6,166,"大堂里面香氛很赞,像茶梗的清香，前台接待人员态度很好哦对于本次入住"
如家精选酒店(成都火车东站成渝立交地铁站店),舒适型_成都成华区万宇路200号,4.7,236,"服务很周到,早餐也很好吃，位置还算比较方便"
舒客度假公寓(成都天誉牛市口店),舒适型_成都锦江区汇泉北路108号环球汇蔚蓝5栋11楼1117,4.6,176,"干净舒适,非常喜欢?值得推荐?，非常喜欢?方便舒适?谢谢"
成都星侨酒店,舒适型_成都温江区温江万春路178号,4,172,"位置比较好找，环境好,住着舒适,巴适"
成都两江1号酒店,舒适型_成都武侯区天府一街369号两江国际一栋二单元13楼1315室,4.5,202,"房间很大,床是1.5米的，房间面积很大,有免费信用水,热水很快"
U2哟兔.梓酒店(成都武侯祠锦里店),舒适型_成都武侯区武侯祠大街123号附9号,4.3,86,"整体还不错吧,地理位置很好，价格的话比附近的都要便宜点"
丽枫紫宜酒店(成都火车东站店),舒适型_成都成华区万宇路200号,4.6,198,"早餐很好,孙姐和杨姐服务很好，早餐很丰富,前台小胡服务很好"
成都百辰大酒店(五块石地铁站店),舒适型_成都金牛区蓉北商贸大道二段华润峰尚,4,169,"不错,性价比高,在成都来住几次了，干净卫生,交通便利,旅行出差好去处"
布丁严选酒店(成都宽窄巷子抚琴地铁站店),经济型_成都金牛区一环路西三段110号,4.2,79,"干净卫生,对面有一条小吃街很方便，房间空间太小,床单有头发"
123商务酒店(温江大学城店),舒适型_成都温江区两河路西段296号-300号,4.2,172,无
开通国际酒店(成都人民北路店),高档型_成都金牛区一环路北三段100号飞大一号广场,4.3,203,"位置很适合，酒店非常不错,各方面服务都细致周到"
轻住酒店·天怡精选(双流国际机场店),舒适型_成都双流区西航港街道学府西路南四街13号,4.9,98,"住宿环境很好,性价比高,服务态度不错，价格实惠,房间装修漂亮,干净整洁"
成都申通酒店,舒适型_成都武侯区浆洗街9号,3.8,120,"卫生好,房间很干净,床品也舒服，距离华西医院近,去景点特别方便"
鑫之豪鸿酒店(成都科华北路川大店),舒适型_成都武侯区科华北路139号三强大厦5楼,4.3,108,很干净服务不错的，好评不错
维也纳酒店(成都会展中心银泰城店),舒适型_成都武侯区剑南大道中段1587号,4.6,127,"很不好，早餐也特别丰富,餐厅环境很好"
成都锦豪酒店,舒适型_成都郫都区东大街356号,3.9,132,"酒店太棒了,超过了我的想象，推荐推荐推荐"
龙翔酒店(成都龙泉驿地铁站店),舒适型_成都龙泉驿区中心音乐广场侧,4.2,172,"住了很多次,前台服务很好，卫生环境比较温馨"
轻旅S酒店(成都犀浦地铁站店),舒适型_成都郫都区犀浦镇恒山南街314号,4.4,101,"房间总体不错,采光好，有免费停车场,不错,推荐??"
成都颖圣酒店,舒适型_成都青羊区光华村街家园路8号大地新光华广场A1座,3.2,124,"环境还可以,物有所值，位置不错楼下什么都有非常好"
紫都酒店(成都火车南站神仙树地铁站店),舒适型_成都武侯区神仙树南路1号7楼,4.5,97,"工号01的小姐姐人很好，交通出行方便,离地铁站近,下次还会选择"
慕森主题酒店(成都动物园熊猫基地店),舒适型_成都成华区昭觉寺南路260号华润熙悦广场2号楼8楼,4.4,189,"房间卫生干净,床品舒适,最爱他们枕头，前台姐姐还免费给我升级了房型,房间很大"
7天优品酒店(成都玉林路倪家桥地铁站店),经济型_成都武侯区玉洁西街2号附8号,4.6,143,"干净卫生空间大,就是隔音不太好，入住第一天就觉得很不错,房间很安静"
